item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q1162441,Magyar Nagylexikon,Hungarian printed encyclopædia in the 20th century,Magyar nagylexikon,enciclopedia ungherese in 19 volumi
http://www.wikidata.org/entity/Q48803492,My Life Badly Drawn,graphic novel by Gipi,LMVDM - La mia vita disegnata male,romanzo grafico di Gipi
http://www.wikidata.org/entity/Q314512,Codex Egberti,manuscript,Codex Egberti,evangelistario miniato in latino (X secolo)
http://www.wikidata.org/entity/Q101439626,Conflits intimes,book,Conflits intimes,libro
http://www.wikidata.org/entity/Q571603,Godescalc Evangelistary,Illuminated manuscript from the 8th century,Evangeliario di Godescalco,evangeliario miniato in latino (VIII secolo)
http://www.wikidata.org/entity/Q22987481,Horne-bogen,13th-century manuscript,Evangeliario di Horne,evangeliario miniato in latino (XIII secolo)
http://www.wikidata.org/entity/Q114416242,Optimism,"""layer 2"" blockchain",Optimism,blockchain di secondo livello
http://www.wikidata.org/entity/Q56487694,Manuale RDA : lo standard di metadatazione per l'era digitale,monograph,Manuale RDA. Lo standard di metadatazione per l'era digitale,monografia
http://www.wikidata.org/entity/Q110964677,NUances of fantasy,art album,Sfumature di fantasia,album d'arte
http://www.wikidata.org/entity/Q18416329,Baby's in Black. The Story of Astrid Kirchherr & Stuart Sutcliffe,2010 graphic novel by Arne Bellstorf,Baby's in Black,fumetto di Arne Bellstorf
http://www.wikidata.org/entity/Q5349230,Eijirō,English-Japanese translation corpus,Eijirō,Corpus di traduzione inglese-giapponese
http://www.wikidata.org/entity/Q60321496,Electricity and Magnetism,"Electromagnetism textbook originally written by Edward M. Purcell in 1965 as the 2nd volume of the ""Berkeley Physics Course""",Elettricità e magnetismo,"manuale universitario di fisica sull'elettromagnetismo, scritto da Edward M. Purcell, pubblicato, in origine, come secondo volume della Fisica di Berkeley"
http://www.wikidata.org/entity/Q2292164,Monthly Comic Avarus,Japanese manga magazine,Comic Blade Avarus,rivista mensile giapponese di manga
http://www.wikidata.org/entity/Q110408654,Hobo tourism,methodological guide on the theory and practice of long-term low-budget travel,Barbone-turismo,un manuale metodico sulla teoria e la pratica di lunghi viaggi a basso budget
http://www.wikidata.org/entity/Q892984,Book of Durrow,medieval illuminated manuscript gospel book,Evangeliario di Durrow,evangeliario miniato in latino (VII secolo)
http://www.wikidata.org/entity/Q101438774,La chartreuse du reposoir,book,La chartreuse du reposoir,libro
http://www.wikidata.org/entity/Q107369353,Salvatore Garau 1993/2015 Papers and canvases,art book on Salvatore Garau by Lóránd Hegyi,Salvatore Garau 1993/2015 Carte e tele,libro di  Lóránd Hegyi
http://www.wikidata.org/entity/Q101461306,Contes et légendes mythologiques,book,Contes et légendes mythologiques,libro
http://www.wikidata.org/entity/Q101438842,Les chasseurs d'homme,book,Les chasseurs d'homme,libro
http://www.wikidata.org/entity/Q101439380,The She-Devils,book,Le diaboliche,libro
http://www.wikidata.org/entity/Q44082,Echternach Gospels,7th century illuminated manuscript codex,Evangeliario di Echternach,evangeliario miniato in latino (VII-VIII secolo)
http://www.wikidata.org/entity/Q3230443,Les allongés,book,Les allongés,libro
http://www.wikidata.org/entity/Q20724197,Notes for a War Story,graphic novel by Gipi,Appunti per una storia di guerra,romanzo grafico di Gipi
http://www.wikidata.org/entity/Q123146560,La Pittura Toscana dopo la Macchia / 1865-1920: l’evoluzione della pittura del vero,art book by Andrea Baboni,La Pittura Toscana dopo la Macchia / 1865-1920: l’evoluzione della pittura del vero,libro d'arte di Andrea Baboni
http://www.wikidata.org/entity/Q114520448,No sleep till Shengal,Italian graphic novel,No sleep till Shengal,romanzo grafico di Zerocalcare
http://www.wikidata.org/entity/Q101461123,Chateaux en Suède,book,Chateaux en Suède,libro
http://www.wikidata.org/entity/Q111805551,Super Easy,graphic novel starring Khaby Lame,Super Easy,fumetto
http://www.wikidata.org/entity/Q131723,bitcoin,digital cash system and associated currency,bitcoin,criptovaluta decentralizzata
http://www.wikidata.org/entity/Q47273538,Cardano,"decentralized, open-source blockchain network that can execute peer-to-peer transactions and serve as a platform for deploying smart contracts",Cardano,una piattaforma per cryptovalute
http://www.wikidata.org/entity/Q218974,Codex Aureus of Lorsch,Carolingian manuscript,Evangeliario di Lorsch,evangeliario miniato in latino (VIII-IX secolo)
http://www.wikidata.org/entity/Q54510717,"Insiemi, numeri e polinomi",algebra textbook,"Insiemi, numeri e polinomi",libro di testo di algebra
http://www.wikidata.org/entity/Q2295903,Young You,manga magazine,Young You,rivista mensile di manga
http://www.wikidata.org/entity/Q101460551,Le Château noir,book,Le Château noir,libro
http://www.wikidata.org/entity/Q34328146,Bitcoin Cash,fork of the cryptocurrency Bitcoin in August 2017,Bitcoin Cash,criptovaluta decentralizzata
http://www.wikidata.org/entity/Q101438833,Dialogues des carmélites,book,Dialogues des carmélites,libro
http://www.wikidata.org/entity/Q1250195,Codex Assemanius,"rounded Glagolitic Old Church Slavonic canon evangeliary consisting of 158 illuminated parchment folios, dated to early 11th century",Codex Assemanius,evangeliario canonico
http://www.wikidata.org/entity/Q112061597,Hobo tour guide,a textbook containing a selection of articles for informal travelers,Barbone-turismo-guida,un libro di testo che include una selezione di articoli per viaggiatori informali
http://www.wikidata.org/entity/Q111446367,Harmony,blockchain,Harmony,blockchain
http://www.wikidata.org/entity/Q46674,Cocohana,Japanese manga magazine,Cocohana,rivista mensile di manga
http://www.wikidata.org/entity/Q130250557,"Unabhängig, prekär, professionell. Künstlerische Selbstorganisation in der Schweiz",publication about self-organised art initiatives in Switzerland,"Unabhängig, prekär, professionell. Künstlerische Selbstorganisation in der Schweiz",pubblicazione sulle iniziative e gli spazi d'artista in Svizzera
http://www.wikidata.org/entity/Q6815632,Memories of a Catholic Girlhood,authobiographic novel by Mary McCarthy,Ricordi di un'educazione cattolica,romanzo autobiografico di Mary McCarthy
http://www.wikidata.org/entity/Q110233099,Avalanche,open-source blockchain computing platform,Avalanche,blockchain
http://www.wikidata.org/entity/Q2394890,Repast,1951 film by Mikio Naruse,Il pasto,film del 1951 diretto da Mikio Naruse
http://www.wikidata.org/entity/Q1816474,Lincoln Bible,bible originally used by U.S. President Abraham Lincoln at his 1861 presidential inauguration,Bibbia di Lincoln,bibbia usata da Lincoln durante il giuramento alla presidenza il 4 marzo 1861
http://www.wikidata.org/entity/Q14705108,Roman Martyrology,official list of martyrs of the Catholic Church,Martirologio Romano,libro liturgico della Chiesa cattolica
http://www.wikidata.org/entity/Q4710,The Sandman: Endless Nights,comic book album by Neil Gaiman,The Sandman: Endless Nights,romanzo grafico scritto da Neil Gaiman
http://www.wikidata.org/entity/Q107154661,Salvatore Garau by Lóránd Hegyi,art book by Salvatore Garau by Lóránd Hegyi,Salvatore Garau di Lóránd Hegyi,libro d'arte di Salvatore Garau by Lóránd Hegyi
http://www.wikidata.org/entity/Q2525280,Black Book,collection of documents and eyewitness accounts of crimes against the Jewish people on the territory of the USSR and Poland during the Holocaust,Il libro nero - Il genocidio nazista nei territori sovietici 1941-1945,saggio di Vasilij Grossman e Il'ja Ėrenburg
http://www.wikidata.org/entity/Q106668579,Francesco Filippini Protagonist of Naturalism,book about the impressionist Italian painter Filippini,Francesco Filippini Protagonista del Naturalismo,libro sul pittore impressionista Filippini
http://www.wikidata.org/entity/Q101439183,Les hommes d'aujourd'hui,book,Les hommes d'aujourd'hui,libro
http://www.wikidata.org/entity/Q17352428,La Canne de jaspe,book,La Canne de jaspe,libro
http://www.wikidata.org/entity/Q28028241,Mainz Psalter,copy of the Mainz Psalter in the collection of the Austrian National Library,Salterio di Magonza,copia del Salterio di Magonza nella collezione della Biblioteca nazionale austriaca
http://www.wikidata.org/entity/Q610606,Leonine sacramentary,Roman liturgical book from the seventh century,Sacramentario veronese,libro liturgico cristiano
http://www.wikidata.org/entity/Q1114530,Understanding Comics: The Invisible Art,a study on the comic book medium in the form of a comic book,Capire il fumetto - L'arte invisibile,opera di Scott McCloud
http://www.wikidata.org/entity/Q2604594,Beauty and Sadness,novel by Yasunari Kawabata,Bellezza e tristezza,romanzo scritto da Yasunari Kawabata
http://www.wikidata.org/entity/Q81264,Kiss,Japanese manga magazine,Kiss,rivista mensile di manga
http://www.wikidata.org/entity/Q101460090,Deux hommes: vie et aventures de Salavin,book,Deux hommes: vie et aventures de Salavin,libro
http://www.wikidata.org/entity/Q111446467,Gnosis Chain,Ethereum Virtual Machine-compatible blockchain network,Gnosis Chain,blockchain
http://www.wikidata.org/entity/Q18397554,Forget My Name,comic book by Zerocalcare,Dimentica il mio nome,fumetto di Zerocalcare
http://www.wikidata.org/entity/Q48814912,The Sound of the World by Heart,graphic novel by Giacomo Bevilacqua,Il suono del mondo a memoria,romanzo grafico di Giacomo Bevilacqua
http://www.wikidata.org/entity/Q101461435,Deux petites sauvages,book,Deux petites sauvages,libro
http://www.wikidata.org/entity/Q114510081,Dogechain,EVM-like Dogecoin-based blockchain,Dogechain,blockchain Ethereum-like che utilizza Dogecoin come sottostante
http://www.wikidata.org/entity/Q116163970,Ottocento. L'arte in Italia tra Hayez e Segantini,exhibition catalogue. Curated by Francesco Leone and Fernando Mazzocca,Ottocento. L'arte in Italia tra Hayez e Segantini,catalogo della mostra. A cura di Francesco Leone e Fernando Mazzocca
http://www.wikidata.org/entity/Q896933,Warcraft: Legends,graphic novel series,Legends,manga della serie Warcraft
http://www.wikidata.org/entity/Q27148141,Zcash,cryptocurrency,Zcash,criptovaluta
http://www.wikidata.org/entity/Q101452707,Contemporary American Poetry,book,Contemporary American Poetry,libro
http://www.wikidata.org/entity/Q19561014,Tentacles At My Throat,comic book by Zerocalcare,Un polpo alla gola,fumetto di Zerocalcare
http://www.wikidata.org/entity/Q1229830,Institutes,introductory textbook of legal institutions (161 AD),Istituzioni,opera del giurista romano Gaio
http://www.wikidata.org/entity/Q101439334,Des plantes veneneuses et des empoisonnements qu'elles determinent,book,Des plantes veneneuses et des empoisonnements qu'elles determinent,libro
http://www.wikidata.org/entity/Q73121,Dessert,Japanese manga magazine,Dessert (rivista),rivista giapponese di manga shōjo e josei
http://www.wikidata.org/entity/Q101462729,La Châtelaine du Liban,book,La Châtelaine du Liban,libro
http://www.wikidata.org/entity/Q6524412,Leofric Missal,tenth century illuminated manuscript,Messale di Leofric,manoscritto miniato cel X e XI secolo
http://www.wikidata.org/entity/Q19893485,Monero,privacy-focused cryptocurrency,Monero,Valuta elettronica
http://www.wikidata.org/entity/Q166199,The Crab with the Golden Claws,ninth volume of The Adventures of Tintin,Il granchio d'oro,Albo della serie a fumetti Le avventure di Tintin
http://www.wikidata.org/entity/Q4054692,Aberdeen Breviary,printed book published in Edinburgh in 1510,breviario di Aberdeen,breviario del 1510
http://www.wikidata.org/entity/Q128501710,Registrum Gregorii,Collection of Gregory's letters,Collectio Avellana,raccolta di lettere di papa Gregorio I
http://www.wikidata.org/entity/Q113176541,Some principles of public speaking,"a textbook on the preparation and conduct of lectures, creative meetings, book presentations",Alcuni principi di parlare in pubblico,"tutorial sulla preparazione e lo svolgimento di incontri creativi, presentazioni di libri"
http://www.wikidata.org/entity/Q101439157,Confession de minuit: vie et aventures de Salavin,book,Confession de minuit: vie et aventures de Salavin,libro
http://www.wikidata.org/entity/Q3822423,Berkeley Physics Course,series of textbooks intended for an undergraduate course about physics,La fisica di Berkeley,serie di manuali di un corso universitario di fisica
http://www.wikidata.org/entity/Q3275464,Monthly GFantasy,Japanese manga magazine,Monthly GFantasy,rivista giapponese di manga
http://www.wikidata.org/entity/Q16570698,The Armadillo Prophecy,graphic novel written by Zerocalcare,La profezia dell'armadillo,fumetto di Zerocalcare
http://www.wikidata.org/entity/Q16934352,The Harlem Hellfighters,graphic novel,Gli Harlem Hellfighters,romanzo grafico
http://www.wikidata.org/entity/Q111446062,Polygon,blockchain and cryptocurrency,Polygon,blockchain
http://www.wikidata.org/entity/Q782846,Collectio Avellana,collection of imperial and papal letters of the 3rd and 4th century,Collectio Avellana,raccolta di lettere papali del III e IV secolo
http://www.wikidata.org/entity/Q110965247,The basics of art photography,"methodological guide for the choice of genre, including a description of the methods of implementation",Le basi della fotografia d'arte,un manuale metodico per la scelta del genere di arte fotografica che include una descrizione dei modi per implementare
http://www.wikidata.org/entity/Q112898776,Hobo travel journalism,a textbook for informal travelers who are able to think creatively and express their impressions in a literary way,Giornalismo bum-turismo,un libro di testo per viaggiatori informali che possono pensare in modo creativo ed esprimere le proprie impressioni in modo letterario
http://www.wikidata.org/entity/Q101439356,Les confidences d'une biche,book,Les confidences d'une biche,libro
http://www.wikidata.org/entity/Q648304,Tintin in the Land of the Soviets,First story of The Adventures of Tintin,Tintin nel paese dei Soviet,Prima storia della serie a fumetti Le avventure di Tintin
http://www.wikidata.org/entity/Q1106387,Codex Aureus of Echternach,"11th-century illuminated Gospel Book at the Germanisches Nationalmuseum, Nuremberg, Germany",Codex Aureus d'Echternach,manoscritto miniato in latino dei Vangeli (XI secolo)
http://www.wikidata.org/entity/Q107154302,"Salvatore Garau: troughs, cows and yellow",art book on Salvatore Garau,"Salvatore Garau: abbeveratoi, vacche e giallo",Libro di Salvatore Garau
http://www.wikidata.org/entity/Q16783523,Ethereum,public blockchain platform with programmable transaction functionality,Ethereum,piattaforma web
http://www.wikidata.org/entity/Q29233,300,1998 comic book limited series,300,opera a fumetti scritta e disegnata da Frank Miller
http://www.wikidata.org/entity/Q123145885,Renato Natali. Un prestigiatore del colore verso le avanguardie,"art book, first of the series 'I maestri della luce in toscana'",Renato Natali. Un prestigiatore del colore verso le avanguardie,"libro d'arte, primo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q101461989,Swann's Way,individual book,Du côté de chez Swann,libro
http://www.wikidata.org/entity/Q99735925,Dalby Gospel Book,11th-century gospel book,Evangeliario di Dalby,evangeliario miniato in latino (XI secolo)
http://www.wikidata.org/entity/Q48803490,S.,graphic novel by Gipi,S.,romanzo grafico di Gipi
http://www.wikidata.org/entity/Q101458195,Contes de l'enfance,book,Contes de l'enfance,libro
http://www.wikidata.org/entity/Q114876492,Thematic Atlas of Italy,Thematic Atlas realized by the TCI Cartographic Office with CNR - Italian National Research Council (1989-1992),Atlante Tematico d'Italia,Atlante Tematico realizzato dall'Ufficio Cartografico del TCI con il CNR - Consiglio Nazionale delle Ricerche (1989-1992)
http://www.wikidata.org/entity/Q101453220,Contes bizarres,book,Contes bizarres,libro
http://www.wikidata.org/entity/Q59976761,Teoria e tecniche della catalogazione e delle classificazioni,Monograph,Teoria e tecniche della catalogazione e delle classificazioni,Monografia
http://www.wikidata.org/entity/Q101458706,Contes des Tropiques,book,Contes des Tropiques,libro
http://www.wikidata.org/entity/Q431725,Tokyo Tower,2005 film by Takashi Minamoto,Tokyo Tower,film del 2005 diretto da Takashi Minamoto
http://www.wikidata.org/entity/Q123145952,Ulvi Liegi. Momenti del postimpressionismo in Toscana,"art book, second of the series 'I maestri della luce in toscana'",Ulvi Liegi. Momenti del postimpressionismo in Toscana,"libro d'arte, secondo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q101453816,Contes d'Amerique,book,Contes d'Amerique,libro
http://www.wikidata.org/entity/Q123145983,Giovanni Bartolena. Un novecentista sulle orme della Macchia,"Art book, first in the series 'The masters of light in Tuscany'",Giovanni Bartolena. Un novecentista sulle orme della Macchia,"libro d'arte, terzo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q59260313,I fondamenti della biblioteconomia,monograph,I fondamenti della biblioteconomia,monografia
http://www.wikidata.org/entity/Q123146023,"Plinio Nomellini. Il colore, La natura, il mito","Art book, fifth in the series 'The masters of light in Tuscany'","Plinio Nomellini. Il colore, La natura, il mito","libro d'arte, quinto della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q123146017,Gino Romiti. Un realista sognatore tra terra e mare,"Art book, fourth in the series 'The masters of light in Tuscany'",Gino Romiti. Un realista sognatore tra terra e mare,"libro d'arte, quarto della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q123146047,"Giovanni Fattori. Il vero tra forma, linguaggio e sentimento","Art book, eighth in the series 'The masters of light in Tuscany'","Giovanni Fattori. Il vero tra forma, linguaggio e sentimento","libro d'arte, ottavo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q11443124,The Emperor's Cook,2015 Japanese television drama,Tennō no ryōriban,dorama stagionale primaverile del 2015
http://www.wikidata.org/entity/Q101438987,Dickens,book,Dickens,libro
http://www.wikidata.org/entity/Q123146029,Cafiero Filippelli. Giochi d'ombre oltre il vero,"Art book, sixth in the series 'The masters of light in Tuscany'",Cafiero Filippelli. Giochi d'ombre oltre il vero,"libro d'arte, sesto della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q3706819,Diary of a mad old man,1961 novel by Jun'ichirō Tanizaki,Diario di un vecchio pazzo,romanzo scritto da Jun'ichirō Tanizaki
http://www.wikidata.org/entity/Q125365615,"La pittura dell'Ottocento in Sicilia : tra committenza, critica d'arte e collezionismo",art book. Edited by Maria Concetta Di Natale,"La pittura dell'Ottocento in Sicilia : tra committenza, critica d'arte e collezionismo",libro d'arte. A cura di Maria Concetta Di Natale
http://www.wikidata.org/entity/Q123146036,Oscar Ghiglia. Un mosaico di colori e di spazi,"Art book, seventh in the series 'The masters of light in Tuscany'",Oscar Ghiglia. Un mosaico di colori e di spazi,"libro d'arte, settimo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q123146055,Giovanni Lomi. Le trasparenze del Novecento,"Art book, ninth in the series 'The masters of light in Tuscany'",Giovanni Lomi. Le trasparenze del Novecento,"libro d'arte, nono della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q11603406,The Box Man,1973 novel by Kōbō Abe,L'uomo scatola,romanzo di Kōbō Abe
http://www.wikidata.org/entity/Q123146064,Lorenzo Viani. Tra la Senna e le Apuane: l'apocalisse del segno,"Art book, tenth in the series 'The masters of light in Tuscany'",Lorenzo Viani. Tra la Senna e le Apuane: l'apocalisse del segno,"libro d'arte, decimo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q123146070,Mario Puccini. Il colore dopo la macchia,"Art book, eleventh in the series 'The masters of light in Tuscany'",Mario Puccini. Il colore dopo la macchia,"libro d'arte, undicesimo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q123146072,Francesco Gioli. Un campione di eleganza spontanea,"Art book, twelfth and last in the series 'The masters of light in Tuscany'",Francesco Gioli. Un campione di eleganza spontanea,"libro d'arte, dodicesimo e ultimo della serie 'I maestri della luce in toscana'"
http://www.wikidata.org/entity/Q1431808,Loop,1998 novel by Koji Suzuki,Rūpu,romanzo scritto da Koji Suzuki
http://www.wikidata.org/entity/Q101457578,Dialogue of shadows: novels followed by the first romantic essays,book,"Dialogo d'ombre: novelle, primi scritti",libro
http://www.wikidata.org/entity/Q101439042,Confession de minuit,book,Confession de minuit,libro
http://www.wikidata.org/entity/Q108339209,Sandcastle,2010 comic by Pierre Oscar Levy and Frederik Peeters,Castello di sabbia,romanzo grafico di Pierre Oscar Lévy e  Frederik Peeters
http://www.wikidata.org/entity/Q101207010,Dacolard et Lubin,book,Dacolard et Lubin,libro
http://www.wikidata.org/entity/Q61000823,Angola Janga: uma história de Palmares,"graphic novel by Marcelo D'Salete, centered about the history of Quilombo dos Palmares",Angola Janga: uma história de Palmares,"graphic novel di Marcelo D'Salete, incentrato sulle vicende storiche del Quilombo dos Palmares"
http://www.wikidata.org/entity/Q101499320,L'Électricité à la Maison,book,L'Électricité à la Maison,libro
http://www.wikidata.org/entity/Q101235013,From Goupil to Margot: a story of animals,book,Da Goupil a Margot: storie di animali,libro
http://www.wikidata.org/entity/Q101145738,L'anneau d'améthyste,book,L'anneau d'améthyste,libro
http://www.wikidata.org/entity/Q101476274,Le Chevalier des Touches,book,Le Chevalier des Touches,libro
http://www.wikidata.org/entity/Q101435278,God,book,Dio,libro
http://www.wikidata.org/entity/Q3592716,Mainzer Evangeliar,1250 Gospel manuscript from Mainz,Evangeliario di Magonza,manoscritto latino del Vangelo redatto a Magonza nel 1250
http://www.wikidata.org/entity/Q101195698,The calvary of Cimiez,book,Il calvario di Cimiez,libro
http://www.wikidata.org/entity/Q101500116,L'élu,book,L'élu,libro
http://www.wikidata.org/entity/Q101194315,Buonarroti,book,Buonarroti,libro
http://www.wikidata.org/entity/Q101469560,Un Drame à Calcutta,book,Un Drame à Calcutta,libro
http://www.wikidata.org/entity/Q101480528,Une  haine à bord,book,Une haine à bord,libro
http://www.wikidata.org/entity/Q101434705,Destinies,book,Destini,libro
http://www.wikidata.org/entity/Q101221927,Il curato di Faviéres,book,Il curato di Faviéres,libro
http://www.wikidata.org/entity/Q101237795,De la connaissance de Dieu,book,De la connaissance de Dieu,libro
http://www.wikidata.org/entity/Q101476880,"Drames de Famille: l'échéance, le luxe des autres, coeurs d'enfants",book,"Drames de Famille: l'échéance, le luxe des autres, coeurs d'enfants",libro
http://www.wikidata.org/entity/Q101228998,La cartella 113,book,La cartella 113,libro
http://www.wikidata.org/entity/Q101469081,La guerre des Juifs,book,La guerre des Juifs,libro
http://www.wikidata.org/entity/Q101434084,The Song of Roland,manuscript of La Chanson de Roland,La canzone di Rolando,libro
http://www.wikidata.org/entity/Q101434821,With Byron in Italy,book,Con Byron in Italia,libro
http://www.wikidata.org/entity/Q101436815,Le donne che uccidono e le donne che votano,book,Le donne che uccidono e le donne che votano,libro
http://www.wikidata.org/entity/Q609895,Uranometria,star atlas produced by Johann Bayer,Uranometria,catalogo stellare di Johann Bayer
http://www.wikidata.org/entity/Q101195461,La cabane du sabotier,book,La cabane du sabotier,libro
http://www.wikidata.org/entity/Q101464800,Les détours du coeur,book,Les détours du coeur,libro
http://www.wikidata.org/entity/Q101196307,Romantic adventures of a count of Artois,book,Avventure romantiche di un conte di Artois,libro
http://www.wikidata.org/entity/Q101145254,Anne et Mary femmes pirates,book,Anne et Mary femmes pirates,libo
http://www.wikidata.org/entity/Q101435170,Des monts célestes aux sables rouges,book,Des monts célestes aux sables rouges,libro
http://www.wikidata.org/entity/Q101483380,Henri de Régnier et son oeuvre,book,Henri de Régnier et son oeuvre,libro
http://www.wikidata.org/entity/Q101500079,Éliane,book,Éliane,libro
http://www.wikidata.org/entity/Q101238146,Les compagnons de l'alpe,book,Les compagnons de l'alpe,libro
http://www.wikidata.org/entity/Q101436396,The disciple,book,Il discepolo,libro
http://www.wikidata.org/entity/Q101436967,Dopo Maritain,book,Dopo Maritain,libro
http://www.wikidata.org/entity/Q101478033,L'eau Profonde; les Pas dans les Pas,book,L'eau Profonde; les Pas dans les Pas,libro
http://www.wikidata.org/entity/Q101416926,A defence of mankind: (intelligence and sensuality),book,Difesa dell'uomo: (intelligenza e sensualità),libro
http://www.wikidata.org/entity/Q101477290,Habiti antichi et moderni di tutto il mondo,book,Habiti antichi et moderni di tutto il mondo,libro
http://www.wikidata.org/entity/Q47092626,Manuscript on the Wonders of Nature,art book by Bruno Caruso,Manoscritto sulle Meraviglie della Natura,libro d'arte di Bruno Caruso
http://www.wikidata.org/entity/Q101208238,Coeur pensif ne sait où il va,book,Coeur pensif ne sait où il va,libro
http://www.wikidata.org/entity/Q101497964,L'école des moeurs du jeune age,book,L'école des moeurs du jeune age,libro
http://www.wikidata.org/entity/Q101205831,Le Bar de la Fourche,book,Le Bar de la Fourche,libro
http://www.wikidata.org/entity/Q101436376,Un Divorce,book,Un Divorce,libro
http://www.wikidata.org/entity/Q101229693,Davidée Birot,book,Davidée Birot,libro
http://www.wikidata.org/entity/Q101226447,The lives of the gallant ladies,book,Le dame galanti,libro
http://www.wikidata.org/entity/Q101197400,Clairefontaine,book,Clairefontaine,libro
http://www.wikidata.org/entity/Q1406649,chart of accounts,accounting term,piano dei conti,documento contenente tutti i conti contabili utilizzati da un'azienda
http://www.wikidata.org/entity/Q101229392,Coleridge's poems,book,Coleridge's poems,libro
http://www.wikidata.org/entity/Q2085034,A Contract with God,graphic novel by Will Eisner,Contratto con Dio,romanzo grafico di Will Eisner
http://www.wikidata.org/entity/Q101195565,Une Aventure Amoureuse de Monsieur de Tourville,book,Une Aventure Amoureuse de Monsieur de Tourville,libro
http://www.wikidata.org/entity/Q101435124,Chantiers Américains,book,Chantiers Américains,libro
http://www.wikidata.org/entity/Q101482395,L'héritage,book,L'héritage,libro
http://www.wikidata.org/entity/Q101471828,Un Drame dans le Monde,book,Un Drame dans le Monde,libro
http://www.wikidata.org/entity/Q101417162,Les cavaliers d'Allah,book,Les cavaliers d'Allah,libro
http://www.wikidata.org/entity/Q101206671,Dam,book,La Grande Diga,libro
http://www.wikidata.org/entity/Q101436540,Les discours du docteur O'Grady,book,Les discours du docteur O'Grady,libro
http://www.wikidata.org/entity/Q101477884,Chine en folie,book,Chine en folie,libro
http://www.wikidata.org/entity/Q101195679,Le Calvaire,book,Le Calvaire,libro
http://www.wikidata.org/entity/Q101205600,"Daâh, le premier homme",book,"Daâh, le premier homme",libro
